method,split,seed,success,success_ci95,contact_mode_f1,contact_mode_f1_ci95,boundary_error,boundary_error_ci95,unsafe_impulse,unsafe_impulse_ci95,jam_rate,jam_rate_ci95,slip_overshoot,slip_overshoot_ci95,intervention_cost,intervention_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups,regret_to_oracle
proposed_contact_mode_boundary_atlas,unseen_geometry,1,0.5796,0.0179,0.6477,0.0036,0.2393,0.0037,0.0588,0.0045,0.077,0.0029,0.0423,0.0026,0.2028,0.0015,0.6162,0.0024,35,0.0844
proposed_contact_mode_boundary_atlas,unseen_geometry,2,0.5401,0.0194,0.6509,0.0037,0.2398,0.0034,0.0581,0.0042,0.0768,0.0041,0.0415,0.0024,0.2028,0.0015,0.6171,0.0028,35,0.1173
proposed_contact_mode_boundary_atlas,unseen_geometry,3,0.5673,0.0173,0.6456,0.0037,0.241,0.0033,0.0587,0.0039,0.0784,0.0033,0.0424,0.0024,0.2028,0.0015,0.6132,0.0026,35,0.1003
proposed_contact_mode_boundary_atlas,unseen_geometry,4,0.5602,0.0157,0.6455,0.0041,0.2376,0.0039,0.0588,0.004,0.079,0.0029,0.042,0.0025,0.2028,0.0015,0.6169,0.0027,35,0.1037
proposed_contact_mode_boundary_atlas,unseen_geometry,5,0.565,0.0203,0.6466,0.0027,0.2394,0.0034,0.0587,0.004,0.0772,0.0034,0.0428,0.0019,0.2028,0.0015,0.6161,0.0027,35,0.1075
proposed_contact_mode_boundary_atlas,unseen_geometry,6,0.585,0.022,0.6483,0.003,0.2392,0.0038,0.0591,0.004,0.077,0.0044,0.0414,0.0025,0.2028,0.0015,0.6173,0.0023,35,0.0864
proposed_contact_mode_boundary_atlas,unseen_friction,0,0.5663,0.0158,0.6424,0.0037,0.2407,0.0036,0.0566,0.0039,0.0801,0.003,0.055,0.003,0.2063,0.0016,0.6115,0.003,35,0.0986
proposed_contact_mode_boundary_atlas,unseen_friction,1,0.5728,0.0177,0.6436,0.0032,0.241,0.0042,0.0572,0.0038,0.08,0.0031,0.0553,0.0034,0.2063,0.0016,0.6135,0.0024,35,0.0881
proposed_contact_mode_boundary_atlas,unseen_friction,2,0.568,0.0172,0.643,0.0031,0.2412,0.0042,0.0568,0.0037,0.0795,0.0032,0.056,0.0029,0.2063,0.0016,0.6138,0.0023,35,0.0847
proposed_contact_mode_boundary_atlas,unseen_friction,3,0.5898,0.0173,0.6458,0.0029,0.2406,0.0034,0.0582,0.004,0.0802,0.0033,0.0547,0.0028,0.2063,0.0016,0.6132,0.0022,35,0.0544
proposed_contact_mode_boundary_atlas,unseen_friction,4,0.5619,0.0213,0.6415,0.0036,0.2425,0.0041,0.0571,0.0038,0.0791,0.0032,0.0546,0.003,0.2063,0.0016,0.6146,0.003,35,0.0898
proposed_contact_mode_boundary_atlas,unseen_friction,5,0.5656,0.0178,0.6434,0.0027,0.2408,0.0036,0.0575,0.0038,0.0772,0.0027,0.0548,0.0028,0.2063,0.0016,0.6133,0.002,35,0.0925
proposed_contact_mode_boundary_atlas,unseen_friction,6,0.5571,0.0205,0.6493,0.0031,0.241,0.004,0.0581,0.0037,0.0792,0.0035,0.0549,0.0032,0.2063,0.0016,0.6119,0.0027,35,0.1027
proposed_contact_mode_boundary_atlas,combined_stress,0,0.5439,0.0168,0.6334,0.0039,0.246,0.0039,0.0631,0.0044,0.0921,0.0034,0.0579,0.003,0.2168,0.0018,0.6053,0.0025,35,0.0755
proposed_contact_mode_boundary_atlas,combined_stress,1,0.5395,0.0184,0.6285,0.0033,0.2454,0.0037,0.064,0.0044,0.0925,0.0037,0.0574,0.0033,0.2168,0.0018,0.6041,0.0026,35,0.0925
proposed_contact_mode_boundary_atlas,combined_stress,2,0.548,0.0183,0.6286,0.0034,0.247,0.0037,0.0639,0.0043,0.091,0.0032,0.0569,0.0029,0.2168,0.0018,0.6043,0.0025,35,0.0813
proposed_contact_mode_boundary_atlas,combined_stress,3,0.5391,0.0206,0.63,0.0034,0.2449,0.0046,0.0654,0.0047,0.0909,0.0037,0.0573,0.0022,0.2168,0.0018,0.6033,0.0023,35,0.0884
proposed_contact_mode_boundary_atlas,combined_stress,4,0.5371,0.016,0.6307,0.0032,0.2458,0.004,0.0636,0.005,0.0903,0.0037,0.0554,0.003,0.2168,0.0018,0.6031,0.0023,35,0.0833
proposed_contact_mode_boundary_atlas,combined_stress,5,0.5303,0.019,0.6297,0.0038,0.2467,0.004,0.0626,0.0048,0.0925,0.0034,0.0566,0.003,0.2168,0.0018,0.6038,0.0029,35,0.1007
proposed_contact_mode_boundary_atlas,combined_stress,6,0.5398,0.0186,0.6312,0.0032,0.2444,0.0037,0.0639,0.0044,0.0916,0.0035,0.0571,0.0034,0.2168,0.0018,0.6039,0.003,35,0.0963
oracle_contact_mode_supervisor,nominal,0,0.7126,0.02,0.7556,0.0029,0.2212,0.0022,0.037,0.0017,0.0549,0.0021,0.0274,0.0018,0.1701,0.0011,0.7028,0.0023,35,0.0
oracle_contact_mode_supervisor,nominal,1,0.7265,0.0196,0.7534,0.0034,0.2207,0.0019,0.037,0.0017,0.0576,0.0024,0.0285,0.0017,0.1701,0.0011,0.7021,0.0025,35,0.0
oracle_contact_mode_supervisor,nominal,2,0.7204,0.0228,0.7531,0.0029,0.2208,0.0019,0.0367,0.0015,0.0571,0.0022,0.0277,0.0015,0.1701,0.0011,0.7026,0.0027,35,0.0
oracle_contact_mode_supervisor,nominal,3,0.7112,0.0149,0.7577,0.003,0.2206,0.0018,0.0379,0.0017,0.057,0.0023,0.0293,0.0017,0.1701,0.0011,0.7022,0.0026,35,0.0
oracle_contact_mode_supervisor,nominal,4,0.7194,0.0164,0.7542,0.0037,0.2207,0.0019,0.0377,0.0014,0.0577,0.0024,0.0288,0.0018,0.1701,0.0011,0.7021,0.0024,35,0.0
oracle_contact_mode_supervisor,nominal,5,0.701,0.0162,0.7559,0.0038,0.223,0.0022,0.0364,0.0018,0.0566,0.0023,0.0295,0.0017,0.1701,0.0011,0.7015,0.0026,35,0.0
oracle_contact_mode_supervisor,nominal,6,0.7139,0.0194,0.7534,0.0031,0.2186,0.0022,0.0361,0.0017,0.0573,0.0022,0.0289,0.002,0.1701,0.0011,0.7027,0.0028,35,0.0
oracle_contact_mode_supervisor,seen_shift,0,0.6847,0.0201,0.7419,0.0034,0.2214,0.0024,0.0413,0.0018,0.0688,0.0023,0.0322,0.002,0.1823,0.0014,0.6903,0.0029,35,0.0
oracle_contact_mode_supervisor,seen_shift,1,0.6932,0.0168,0.7432,0.0036,0.2242,0.0019,0.0395,0.002,0.0698,0.0025,0.0315,0.0017,0.1823,0.0014,0.6921,0.0018,35,0.0
oracle_contact_mode_supervisor,seen_shift,2,0.6707,0.019,0.741,0.0031,0.2237,0.0017,0.041,0.0023,0.0705,0.0025,0.0303,0.0017,0.1823,0.0014,0.6894,0.0021,35,0.0
oracle_contact_mode_supervisor,seen_shift,3,0.6932,0.0162,0.7451,0.0026,0.2223,0.0021,0.0399,0.002,0.0689,0.0023,0.0313,0.0016,0.1823,0.0014,0.6885,0.0029,35,0.0
oracle_contact_mode_supervisor,seen_shift,4,0.6905,0.0182,0.744,0.0029,0.222,0.0023,0.0412,0.002,0.0692,0.0024,0.0326,0.0019,0.1823,0.0014,0.6904,0.0025,35,0.0
oracle_contact_mode_supervisor,seen_shift,5,0.6745,0.0196,0.7446,0.0028,0.2215,0.0021,0.0399,0.0018,0.0693,0.0028,0.0303,0.002,0.1823,0.0014,0.691,0.0022,35,0.0
oracle_contact_mode_supervisor,seen_shift,6,0.6946,0.0138,0.7424,0.0029,0.2223,0.002,0.0406,0.0017,0.0701,0.0021,0.0331,0.0022,0.1823,0.0014,0.6902,0.0023,35,0.0
oracle_contact_mode_supervisor,unseen_geometry,0,0.6514,0.0144,0.7415,0.0038,0.2231,0.0022,0.0437,0.0021,0.0778,0.0029,0.0336,0.002,0.1884,0.0015,0.6861,0.0031,35,0.0
oracle_contact_mode_supervisor,unseen_geometry,1,0.6639,0.0185,0.7356,0.0028,0.2223,0.0022,0.041,0.0025,0.0778,0.003,0.0322,0.0015,0.1884,0.0015,0.6862,0.0023,35,0.0
oracle_contact_mode_supervisor,unseen_geometry,2,0.6575,0.0167,0.7366,0.0032,0.2252,0.0022,0.043,0.0022,0.0763,0.0024,0.0305,0.0016,0.1884,0.0015,0.6858,0.0026,35,0.0
oracle_contact_mode_supervisor,unseen_geometry,3,0.6677,0.0172,0.7379,0.0037,0.2246,0.0022,0.0439,0.0022,0.0783,0.0019,0.0321,0.0016,0.1884,0.0015,0.6866,0.0026,35,0.0
oracle_contact_mode_supervisor,unseen_geometry,4,0.6639,0.02,0.741,0.0034,0.2245,0.0026,0.0419,0.0026,0.0772,0.003,0.0324,0.0017,0.1884,0.0015,0.6867,0.003,35,0.0
oracle_contact_mode_supervisor,unseen_geometry,5,0.6724,0.0176,0.7391,0.003,0.2239,0.002,0.0436,0.0019,0.0777,0.0028,0.0341,0.0017,0.1884,0.0015,0.6841,0.0027,35,0.0
oracle_contact_mode_supervisor,unseen_geometry,6,0.6714,0.0136,0.7391,0.0033,0.2241,0.0024,0.0416,0.0022,0.0778,0.0031,0.0334,0.0016,0.1884,0.0015,0.6835,0.0026,35,0.0
oracle_contact_mode_supervisor,unseen_friction,0,0.665,0.0185,0.7329,0.0038,0.2237,0.0021,0.0421,0.0021,0.0782,0.0023,0.0375,0.002,0.1919,0.0016,0.6791,0.0026,35,0.0
oracle_contact_mode_supervisor,unseen_friction,1,0.6609,0.0181,0.732,0.003,0.2232,0.0019,0.0419,0.0021,0.0812,0.0031,0.0379,0.0021,0.1919,0.0016,0.6829,0.0025,35,0.0
oracle_contact_mode_supervisor,unseen_friction,2,0.6527,0.0179,0.7328,0.0029,0.2247,0.0024,0.0413,0.0019,0.0795,0.0028,0.0363,0.0015,0.1919,0.0016,0.6833,0.0023,35,0.0
oracle_contact_mode_supervisor,unseen_friction,3,0.6442,0.0192,0.736,0.0033,0.2248,0.002,0.0425,0.002,0.0804,0.0029,0.0373,0.0023,0.1919,0.0016,0.6805,0.0027,35,0.0
oracle_contact_mode_supervisor,unseen_friction,4,0.6517,0.0217,0.732,0.0026,0.2237,0.0023,0.0437,0.0022,0.0804,0.0027,0.0356,0.0017,0.1919,0.0016,0.6833,0.0027,35,0.0
oracle_contact_mode_supervisor,unseen_friction,5,0.6582,0.0161,0.7353,0.0028,0.2235,0.0024,0.0431,0.0023,0.0804,0.0032,0.0373,0.002,0.1919,0.0016,0.6833,0.0031,35,0.0
oracle_contact_mode_supervisor,unseen_friction,6,0.6599,0.0171,0.7362,0.0036,0.2238,0.0026,0.0435,0.0021,0.0814,0.0027,0.037,0.0022,0.1919,0.0016,0.6822,0.0026,35,0.0
oracle_contact_mode_supervisor,combined_stress,0,0.6194,0.0204,0.7224,0.0037,0.2256,0.0022,0.0474,0.0024,0.0938,0.003,0.0389,0.0018,0.2024,0.0018,0.6716,0.0022,35,0.0
oracle_contact_mode_supervisor,combined_stress,1,0.632,0.0152,0.723,0.0034,0.2275,0.0025,0.0465,0.0026,0.0941,0.0033,0.0383,0.0019,0.2024,0.0018,0.6733,0.0029,35,0.0
oracle_contact_mode_supervisor,combined_stress,2,0.6293,0.0144,0.7214,0.0028,0.2252,0.0029,0.0468,0.0024,0.0917,0.0026,0.039,0.002,0.2024,0.0018,0.6711,0.0023,35,0.0
oracle_contact_mode_supervisor,combined_stress,3,0.6276,0.0181,0.7212,0.0031,0.2252,0.0025,0.0454,0.0026,0.0917,0.0031,0.0388,0.0016,0.2024,0.0018,0.6709,0.0025,35,0.0
oracle_contact_mode_supervisor,combined_stress,4,0.6204,0.0173,0.7219,0.0034,0.2259,0.0022,0.0457,0.0025,0.0928,0.0028,0.038,0.0024,0.2024,0.0018,0.6724,0.0025,35,0.0
oracle_contact_mode_supervisor,combined_stress,5,0.631,0.0179,0.7231,0.0032,0.2262,0.0027,0.0466,0.0022,0.0933,0.0028,0.0387,0.002,0.2024,0.0018,0.6718,0.0022,35,0.0
oracle_contact_mode_supervisor,combined_stress,6,0.6361,0.0191,0.7198,0.003,0.2267,0.0026,0.0455,0.0025,0.0927,0.0031,0.0383,0.0023,0.2024,0.0018,0.6722,0.0032,35,0.0
