method,split,seed,groups,mean_success,ci95_success,mean_utility,ci95_utility,mean_contact_mode_f1,ci95_contact_mode_f1,mean_boundary_error,ci95_boundary_error,mean_complementarity_residual,ci95_complementarity_residual,mean_impulse_violation,ci95_impulse_violation,mean_unsafe_impulse,ci95_unsafe_impulse,mean_jam_rate,ci95_jam_rate,mean_slip_overshoot,ci95_slip_overshoot,mean_mode_switch_latency,ci95_mode_switch_latency,mean_recovery_success,ci95_recovery_success,mean_energy_spike,ci95_energy_spike,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_fixed_risk_coverage,ci95_fixed_risk_coverage,mean_regret_to_oracle,ci95_regret_to_oracle
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,9,80,0.6375,0.039317,0.70162,0.037869,0.571265,0.001753,0.173618,0.001695,0.041566,0.001493,0.046132,0.001652,0.01196,0.001172,0.02835,0.001485,0.029121,0.001322,0.033923,0.001214,0.590143,0.001837,0.018806,0.00108,0.030696,0.00081,0.194944,0.000681,0.64665,0.000341,0.058333,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,0,80,0.714583,0.037747,0.777302,0.035052,0.582756,0.001627,0.176864,0.001663,0.034101,0.001336,0.044524,0.001799,0.010103,0.001208,0.030056,0.001402,0.02367,0.001139,0.03324,0.001161,0.594383,0.001646,0.024732,0.001418,0.026476,0.000836,0.188236,0.000634,0.678448,0.000344,0.0,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,1,80,0.695833,0.043399,0.75652,0.04005,0.583461,0.001507,0.178061,0.001542,0.03428,0.001269,0.043551,0.001572,0.008858,0.001146,0.030362,0.001442,0.023154,0.001047,0.033725,0.001299,0.594004,0.001823,0.024611,0.001423,0.02592,0.000865,0.188101,0.000664,0.678623,0.000316,0.0,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,2,80,0.708333,0.04368,0.769541,0.040747,0.584034,0.001571,0.176943,0.001695,0.033945,0.001138,0.044541,0.001732,0.009464,0.001186,0.031093,0.001649,0.024094,0.001146,0.034437,0.001379,0.594287,0.001647,0.025238,0.001548,0.0265,0.000825,0.187753,0.000611,0.678401,0.000322,0.0,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,3,80,0.664583,0.047386,0.728618,0.045171,0.583061,0.001485,0.177932,0.001854,0.03324,0.001132,0.043504,0.001514,0.009052,0.001036,0.031151,0.001282,0.02346,0.001118,0.033975,0.001263,0.594593,0.001604,0.023651,0.001319,0.026661,0.00078,0.187711,0.000638,0.678526,0.000263,0.041667,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,4,80,0.679167,0.034268,0.747778,0.0332,0.583745,0.001379,0.176626,0.001837,0.033907,0.001269,0.043187,0.001608,0.009529,0.001211,0.031102,0.001563,0.023462,0.000999,0.03315,0.001257,0.594021,0.001524,0.024843,0.00139,0.026356,0.001022,0.18756,0.000675,0.678425,0.000321,0.045833,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,5,80,0.697917,0.038588,0.760108,0.03546,0.58459,0.001619,0.177219,0.00151,0.033188,0.001349,0.043858,0.00172,0.009419,0.001164,0.030602,0.00145,0.023484,0.001191,0.033936,0.00118,0.593152,0.001679,0.02497,0.001336,0.026488,0.000975,0.187656,0.000712,0.678437,0.000339,0.0,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,6,80,0.670833,0.046115,0.73024,0.042347,0.583059,0.001634,0.177699,0.001559,0.033992,0.001219,0.044037,0.001712,0.009759,0.00126,0.031049,0.001416,0.023048,0.001228,0.033387,0.001441,0.594681,0.001586,0.025095,0.001409,0.026356,0.000912,0.187906,0.00065,0.678468,0.000347,0.033333,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,7,80,0.714583,0.040758,0.775943,0.037766,0.583475,0.001493,0.177622,0.001802,0.033546,0.001143,0.043762,0.001592,0.009689,0.001156,0.031207,0.001487,0.024045,0.001113,0.034275,0.001388,0.594549,0.001922,0.024155,0.00156,0.025758,0.001021,0.188672,0.000642,0.678375,0.00035,0.0125,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,8,80,0.639583,0.044044,0.706308,0.04241,0.584213,0.00149,0.177145,0.001739,0.033698,0.001199,0.044252,0.001672,0.010104,0.001207,0.029613,0.001342,0.023189,0.001233,0.033658,0.001214,0.595533,0.001797,0.025528,0.001511,0.026474,0.000816,0.188473,0.000662,0.6786,0.000321,0.060417,0.0
oracle_contact_mode_supervisor,heldout_mixed_non_smooth_stress,9,80,0.760417,0.040195,0.818512,0.036645,0.584639,0.001697,0.17772,0.001845,0.034085,0.001234,0.04401,0.001513,0.009619,0.00104,0.029455,0.001436,0.023241,0.001092,0.033327,0.001321,0.595497,0.001773,0.025209,0.001338,0.026383,0.000904,0.187902,0.000689,0.678682,0.000308,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,0,80,0.7,0.045163,0.771045,0.042225,0.607517,0.001369,0.163341,0.001241,0.027324,0.001006,0.036817,0.001181,0.003338,0.000766,0.024678,0.00123,0.01696,0.00107,0.028537,0.000974,0.629648,0.001831,0.015862,0.001022,0.019362,0.000949,0.192487,0.000676,0.710654,0.000244,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,1,80,0.6875,0.044017,0.758617,0.040845,0.608579,0.001555,0.162699,0.00145,0.027643,0.001033,0.037707,0.001293,0.003264,0.000664,0.02468,0.00108,0.017076,0.001149,0.02729,0.001005,0.629908,0.001792,0.016104,0.001007,0.019467,0.000805,0.192363,0.000675,0.710671,0.000225,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,2,80,0.675,0.041864,0.747105,0.038706,0.608936,0.001546,0.162247,0.001129,0.028075,0.001085,0.037726,0.001322,0.003186,0.000763,0.024397,0.001053,0.016546,0.000891,0.028659,0.001038,0.629153,0.001773,0.015825,0.001055,0.018899,0.00084,0.192577,0.000628,0.710708,0.000236,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,3,80,0.70625,0.043192,0.77972,0.040845,0.608841,0.001666,0.16308,0.001281,0.02754,0.001067,0.036864,0.001148,0.003478,0.000745,0.023999,0.001149,0.016454,0.001017,0.028712,0.001114,0.632222,0.001835,0.015857,0.001011,0.019615,0.000927,0.191848,0.00062,0.710895,0.000213,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,4,80,0.725,0.037705,0.795971,0.034389,0.607476,0.001461,0.1621,0.001204,0.027849,0.001005,0.037137,0.001262,0.003949,0.000765,0.024328,0.00121,0.016751,0.000798,0.028577,0.001017,0.629821,0.001794,0.016246,0.001114,0.01916,0.000729,0.192409,0.000531,0.710624,0.000241,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,5,80,0.66875,0.045939,0.742935,0.043685,0.607201,0.001553,0.163806,0.001136,0.027318,0.001014,0.037207,0.001377,0.003161,0.000709,0.023962,0.001292,0.016462,0.000883,0.028876,0.001105,0.631167,0.00191,0.016065,0.001044,0.019918,0.000828,0.192011,0.000742,0.710883,0.000256,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,6,80,0.704167,0.03581,0.777421,0.032813,0.608481,0.001528,0.162114,0.00137,0.027805,0.001095,0.03687,0.001106,0.003043,0.000727,0.023827,0.001176,0.017801,0.000928,0.029146,0.001108,0.63039,0.001767,0.016215,0.00104,0.020096,0.000918,0.192226,0.000713,0.71076,0.000248,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,7,80,0.727083,0.042799,0.797238,0.039663,0.608476,0.00161,0.162695,0.001192,0.028139,0.001117,0.037066,0.001273,0.003533,0.000794,0.024255,0.001208,0.016224,0.000934,0.029117,0.001125,0.633416,0.001766,0.016102,0.000966,0.019902,0.000905,0.19244,0.000611,0.710952,0.000238,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,8,80,0.7,0.044409,0.772078,0.041731,0.607397,0.001591,0.162146,0.001279,0.027272,0.001176,0.03753,0.001306,0.003672,0.000787,0.023548,0.001144,0.01721,0.000958,0.029041,0.001025,0.629915,0.001775,0.015306,0.001133,0.020198,0.000856,0.192374,0.000641,0.710713,0.000214,0.0,0.0
oracle_hybrid_contact_supervisor,heldout_mixed_non_smooth_stress,9,80,0.695833,0.04677,0.763064,0.042618,0.608773,0.001417,0.162442,0.001204,0.028333,0.001124,0.03659,0.00117,0.002648,0.00068,0.024215,0.001195,0.016819,0.000975,0.028303,0.000977,0.630561,0.00183,0.015726,0.001036,0.020037,0.000998,0.192631,0.000694,0.710869,0.000244,0.0,0.0
